Číslo,Jméno,Název 1,Název 2,Typ zdroje,Rok publikace,Rok sběru,Lok. - bod,Lok. - oblast,Bibliografie,Náš zdroj
2943,,"N378_316_2 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2944,,"N378_316_3 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2945,,"N378_316_4 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2946,,"N378_316_5 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2947,,"N378_316_6 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2948,,"N379_316_10 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2949,,"N379_316_11 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2950,,"N379_316_7 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2951,,"N379_316_8 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2952,,"N379_316_9 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2953,,"N380_316_12 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2954,,"N380_316_13 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2955,,"N380_316_14 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2956,,"N380_316_15 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2957,,"N381_316_16 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2958,,"N381_316_17 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2959,,"N381_316_18 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2960,,"N381_316_19 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2961,,"N381_316_20 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2962,,"N382_316_21 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2963,,"N382_316_22 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2964,,"N382_316_23 Hromnice PM, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Hromnice PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2965,,"N382_320_1 Vlčí PM, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Vlčí PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2966,,"N382_320_2 Vlčí PM, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Vlčí PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2967,,"N383_320_3 Vlčí PM, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Vlčí PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2968,,"N383_320_4 Vlčí PM, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Vlčí PM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2969,,"N383_326_1 Šípy RA, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Šípy RA,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2970,,"N383_326_2 Šípy RA, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Šípy RA,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2971,,"N383_326_3 Šípy RA, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Šípy RA,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2972,,"N383_333_1 Nalžovské Hory KT (Velenovy), 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Nalžovské Hory KT (Velenovy),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2973,,"N384_333_2 Nalžovské Hory KT (Velenovy), 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Nalžovské Hory KT (Velenovy),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2974,,"N384_333_3 Nalžovské Hory KT (Velenovy), 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Nalžovské Hory KT (Velenovy),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2975,,"N384_333_4 Nalžovské Hory KT (Velenovy), 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Nalžovské Hory KT (Velenovy),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2976,,"N384_334_1 Drozdov BE, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drozdov BE,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2977,,"N384_334_2 Drozdov BE, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drozdov BE,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2978,,"N385_334_3 Drozdov BE, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drozdov BE,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2979,,"N385_334_4 Drozdov BE, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drozdov BE,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2980,,"N385_335_1 Těně RO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Těně RO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2981,,"N385_335_2 Těně RO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Těně RO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2982,,"N385_335_3 Těně RO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Těně RO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2983,,"N386_335_4 Těně RO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Těně RO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2984,,"N386_335_5 Těně RO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Těně RO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2985,,"N386_336_1 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2986,,"N386_336_2 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2987,,"N386_336_3 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2988,,"N387_336_4 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2989,,"N387_336_5 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2990,,"N387_336_6 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2991,,"N387_336_7 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2992,,"N387_336_8 Spálené Poříčí PM (Číčov), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Spálené Poříčí PM (Číčov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2993,,"N388_401_1 Drahlín PB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drahlín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2994,,"N388_401_2 Drahlín PB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drahlín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2995,,"N388_401_3 Drahlín PB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Drahlín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2996,,"N388_403_1 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2997,,"N388_403_2 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2998,,"N388_403_3 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2999,,"N388_403_4 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3000,,"N389_403_5 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3001,,"N389_403_6 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3002,,"N389_403_7 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3003,,"N389_403_8 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3004,,"N389_403_9 Jablonná PB (Horní Hbity), [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Jablonná PB (Horní Hbity),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3005,,"N390_406_1 Nechvalice PB (Ředice), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Nechvalice PB (Ředice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3006,,"N390_406_2 Nechvalice PB (Ředice), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Nechvalice PB (Ředice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3007,,"N390_406_3 Nechvalice PB (Ředice), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Nechvalice PB (Ředice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3008,,"N390_406_4 Nechvalice PB (Ředice), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Nechvalice PB (Ředice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3009,,"N390_406_5 Nechvalice PB (Ředice), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Nechvalice PB (Ředice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3010,,"N390_412_1 Věšín PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Věšín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3011,,"N391_412_2 Věšín PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Věšín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3012,,"N391_412_3 Věšín PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Věšín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3013,,"N391_412_4 Věšín PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Věšín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3014,,"N391_412_5 Věšín PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Věšín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3015,,"N391_412_6 Věšín PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Věšín PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3016,,"N392_413_1 Drahenice PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Drahenice PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3017,,"N392_413_2 Drahenice PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Drahenice PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3018,,"N392_413_3 Drahenice PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Drahenice PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3019,,"N392_413_4 Drahenice PB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Drahenice PB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3020,,"N392_414_1 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3021,,"N393_414_2 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3022,,"N393_414_3 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3023,,"N393_414_4 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3024,,"N393_414_5 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3025,,"N393_414_6 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3026,,"N394_414_7 Cerhonice PI, [1964]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1964],[1964],Cerhonice PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3027,,"N394_423_1 Albrechtice nad Vltavou PI, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Albrechtice nad Vltavou PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3028,,"N394_423_2 Albrechtice nad Vltavou PI, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Albrechtice nad Vltavou PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3029,,"N394_423_3 Albrechtice nad Vltavou PI, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Albrechtice nad Vltavou PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3030,,"N394_423_4 Albrechtice nad Vltavou PI, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Albrechtice nad Vltavou PI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3031,,"N394_424_1 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3032,,"N395_424_2 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3033,,"N395_424_3 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3034,,"N395_424_4 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3035,,"N395_424_5 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3036,,"N395_424_6 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3037,,"N395_424_7 Temelín CB (Březí u Týna nad Vltavou), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Temelín CB (Březí u Týna nad Vltavou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3038,,"N396_428_1 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3039,,"N396_428_2 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3040,,"N396_428_3 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3041,,"N396_428_4 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3042,,"N397_428_10 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3043,,"N397_428_5 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3044,,"N397_428_6 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3045,,"N397_428_7 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3046,,"N397_428_9 Pluhův Žďár JH, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Pluhův Žďár JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3047,,"N397_435_1 Malovice PT (Podeřiště), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Malovice PT (Podeřiště),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3048,,"N398_435_2 Malovice PT (Podeřiště), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Malovice PT (Podeřiště),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3049,,"N398_435_3 Malovice PT (Podeřiště), 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Malovice PT (Podeřiště),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3050,,"N398_443_1 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3051,,"N398_443_2 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3052,,"N398_443_3 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3053,,"N398_443_4 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3054,,"N399_443_5 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3055,,"N399_443_6 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3056,,"N399_443_7 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
